Year,Age,Gender,Race,official_action,Victim_Criminal_Charges_Simplified,Shootings_manner_of_death,armed_simplified,Shootings_signs_of_mental_illness,Shootings_threat_level,Shootings_flee,Shootings_body_camera,Geography,Population,White_Percent,Black_Percent,Hispanic_Percent,Asian_Percent,Other_Percent,Firearm_per_10k,n,Crime_Index_10k,police_frac_total_expend,officers_per_10k_pop,density_p_mi2_2020,density_p_mi2_2017
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,16.2,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,15.6,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,15.4,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,15.1,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,14.2,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,13.8,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,13.4,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,12.4,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,11.7,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,11.6,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,11.2,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,10.6,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,10.6,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,10,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,9.9,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,9.5,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,9.4,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,9.3,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,9.1,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,8.4,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,8.2,256.3727,253.7996
2015,26,M,H,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,601.73,0.040001564,8.1,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,24.9,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,21.6,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,16.2,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,15.6,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,15.4,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,15.1,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,14.2,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,13.8,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,13.4,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,12.4,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,11.7,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,11.6,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,11.2,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,10.6,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,10.6,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,10,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,9.9,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,9.5,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,9.4,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,9.3,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,9.1,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,8.4,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,8.2,256.3727,253.7996
2015,30,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,479.79,0.040001564,8.1,256.3727,253.7996
2015,31,M,H,Pending,No Charges,shot,TRUE,TRUE,attack,Not fleeing,FALSE,Suburban,27470056,41.9,11.8,39.4,4.8,0.3,264.06,100,1062.53,0.035660292,17.2,112.8204,108.3504
2015,34,M,H,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,1042.01,0.040001564,11.4,256.3727,253.7996
2015,34,M,H,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,1042.01,0.040001564,9.6,256.3727,253.7996
2015,34,M,H,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,1042.01,0.040001564,8.5,256.3727,253.7996
2015,34,M,H,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,1042.01,0.040001564,7.8,256.3727,253.7996
2015,34,M,H,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,1042.01,0.040001564,7.7,256.3727,253.7996
2015,34,M,H,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,1042.01,0.040001564,7.1,256.3727,253.7996
2015,48,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,10178447,52.6,31.1,9.6,3.9,0.2,222.03,29,1363.33,0.038529745,NA,186.6719,181.3395
2015,NA,M,B,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,NA,4664628,58.5,32.1,5.2,1.8,0.5,249.53,27,1684.19,0.038502481,NA,107.5175,108.4236
2015,21,M,W,Pending,No Charges,shot,TRUE,TRUE,attack,Not fleeing,FALSE,Rural,12784826,76.4,10.7,7.3,3.5,0.1,212.3,18,NA,0.032200611,NA,286.5449,286.202
2015,39,M,W,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,20209042,53.8,15.4,25.6,2.8,0.2,214.05,61,NA,0.052755781,34.8,410.1256,391.3175
2015,39,M,W,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,20209042,53.8,15.4,25.6,2.8,0.2,214.05,61,NA,0.052755781,14.8,410.1256,391.3175
2015,25,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Urban,5450623,68.2,3.9,21.5,3.1,0.6,206.75,29,681.27,0.039477365,NA,56.4011,54.10118
2015,30,M,W,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Rural,38918045,37,5.5,39.1,14.4,0.4,96.78,190,NA,0.040001564,NA,256.3727,253.7996
2015,61,M,NA,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,TRUE,Suburban,4425976,84.6,8,3.5,1.4,0.2,211.75,16,737.07,0.020552075,NA,113.9566,112.8043
2015,56,M,W,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,TRUE,Urban,625216,92.8,1.2,1.9,1.8,0.3,123.41,1,736.01,0.030985807,NA,68.1416,67.66377
2015,29,M,W,Pending,No Charges,shot,FALSE,FALSE,undetermined,Car,FALSE,Suburban,20209042,53.8,15.4,25.6,2.8,0.2,214.05,61,822.64,0.052755781,NA,410.1256,391.3175
2015,19,M,H,Pending,No Charges,shot,TRUE,FALSE,undetermined,Foot,TRUE,Urban,2089291,37.4,1.8,48.8,1.3,8.8,506.56,20,1402.18,0.031379742,NA,17.285,17.21438
2015,35,M,B,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Urban,9931715,75,13.6,5.1,3.1,0.5,83.93,16,693.75,0.030512195,33.5,177.6655,176.2025
2015,35,M,B,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Urban,9931715,75,13.6,5.1,3.1,0.5,83.93,16,693.75,0.030512195,20.1,177.6655,176.2025
2015,35,M,B,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Urban,9931715,75,13.6,5.1,3.1,0.5,83.93,16,693.75,0.030512195,14.6,177.6655,176.2025
2015,35,M,B,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Urban,9931715,75,13.6,5.1,3.1,0.5,83.93,16,693.75,0.030512195,13.6,177.6655,176.2025
2015,35,M,B,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Urban,9931715,75,13.6,5.1,3.1,0.5,83.93,16,693.75,0.030512195,12.1,177.6655,176.2025
2015,35,M,B,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Urban,9931715,75,13.6,5.1,3.1,0.5,83.93,16,693.75,0.030512195,9.4,177.6655,176.2025
2015,36,M,W,Pending,No Charges,shot,FALSE,FALSE,other,Car,FALSE,Rural,4664628,58.5,32.1,5.2,1.8,0.5,249.53,27,NA,0.038502481,NA,107.5175,108.4236
2015,54,M,NA,Pending,No Charges,shot,TRUE,TRUE,attack,Not fleeing,FALSE,Suburban,4664628,58.5,32.1,5.2,1.8,0.5,249.53,27,NA,0.038502481,NA,107.5175,108.4236
2015,24,M,B,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,FALSE,Suburban,9931715,75,13.6,5.1,3.1,0.5,83.93,16,834.66,0.030512195,15.5,177.6655,176.2025
2015,23,M,H,Pending,No Charges,shot,FALSE,FALSE,other,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,563.31,0.040001564,11.4,256.3727,253.7996
2015,23,M,H,Pending,No Charges,shot,FALSE,FALSE,other,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,563.31,0.040001564,10.6,256.3727,253.7996
2015,23,M,H,Pending,No Charges,shot,FALSE,FALSE,other,Not fleeing,FALSE,Suburban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,563.31,0.040001564,10,256.3727,253.7996
2015,31,M,W,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,NA,0.040001564,14,256.3727,253.7996
2015,31,M,W,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,NA,0.040001564,12.6,256.3727,253.7996
2015,31,M,W,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,NA,0.040001564,11.6,256.3727,253.7996
2015,31,M,W,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,NA,0.040001564,11.4,256.3727,253.7996
2015,31,M,W,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,NA,0.040001564,11.3,256.3727,253.7996
2015,31,M,W,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,NA,0.040001564,11.2,256.3727,253.7996
2015,31,M,W,Pending,No Charges,shot,FALSE,TRUE,attack,Not fleeing,FALSE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,NA,0.040001564,9.1,256.3727,253.7996
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,20.2,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,17.8,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,17.4,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,17.1,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,16.8,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,14.1,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,13.4,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,13.3,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,11.7,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,11,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,10,64.955,61.7662
2015,41,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,817.02,0.050938695,9.1,64.955,61.7662
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,21.1,228.0243,230.5881
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,19.2,228.0243,230.5881
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,19.1,228.0243,230.5881
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,18.4,228.0243,230.5881
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,17.1,228.0243,230.5881
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,15.4,228.0243,230.5881
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,15.4,228.0243,230.5881
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,14.1,228.0243,230.5881
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,13.4,228.0243,230.5881
2015,55,F,B,Pending,No Charges,shot,FALSE,FALSE,other,NA,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,13.1,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,21.1,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,19.2,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,19.1,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,18.4,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,17.1,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,15.4,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,15.4,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,14.1,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,13.4,228.0243,230.5881
2015,19,M,B,Pending,No Charges,shot,FALSE,TRUE,undetermined,Not fleeing,FALSE,Urban,12858913,61.2,14,17.2,5.4,0.1,114.86,21,771.98,0.04338843,13.1,228.0243,230.5881
2015,38,M,H,Pending,No Charges,shot,TRUE,FALSE,attack,Not fleeing,TRUE,Rural,1651059,82,0.6,12.4,1.3,1.1,356.12,7,761.76,0.035943187,NA,22.0969,20.77542
2015,36,M,W,Pending,No Charges,shot,FALSE,FALSE,undetermined,Car,FALSE,Rural,2988471,56.6,37.9,2.9,0.9,0.4,175.16,8,NA,0.029075239,NA,63.7056,63.59568
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,20.2,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,17.8,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,17.4,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,17.1,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,16.8,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,14.1,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,13.4,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,13.3,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,11.7,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,11,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,10,64.955,61.7662
2015,34,M,W,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,TRUE,Suburban,6829676,54.7,4.1,31.4,3.2,3.9,299.89,42,956.45,0.050938695,9.1,64.955,61.7662
2015,52,M,W,Pending,No Charges,shot,FALSE,FALSE,undetermined,Not fleeing,FALSE,Rural,4664628,58.5,32.1,5.2,1.8,0.5,249.53,27,909.46,0.038502481,NA,107.5175,108.4236
2015,28,M,W,Pending,No Charges,shot,FALSE,FALSE,attack,Not fleeing,TRUE,Suburban,8361808,61.7,18.8,9.3,6.4,0.2,426.9,18,584.53,0.033716464,NA,218.4403,214.4852
2015,50,F,O,Pending,No Charges,shot,FALSE,TRUE,other,Not fleeing,FALSE,Rural,38918045,37,5.5,39.1,14.4,0.4,96.78,190,NA,0.040001564,9.7,256.3727,253.7996
2015,NA,M,A,Pending,No Charges,shot,FALSE,FALSE,undetermined,Not fleeing,FALSE,NA,38918045,37,5.5,39.1,14.4,0.4,96.78,190,508.41,0.040001564,NA,256.3727,253.7996
2015,55,M,H,Pending,No Charges,shot,FALSE,FALSE,attack,Not fleeing,TRUE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,944.81,0.040001564,13.5,256.3727,253.7996
2015,55,M,H,Pending,No Charges,shot,FALSE,FALSE,attack,Not fleeing,TRUE,Urban,38918045,37,5.5,39.1,14.4,0.4,96.78,190,944.81,0.040001564,9.3,256.3727,253.7996
