Year,State,County,Count,officer_10k,crime_10k,pop_diversity,black_pop_perc,urbanization_index,firearm_fatalities_100k,population,pop_density,male_perc,age_20_45_perc,Official_action_taken
2019,CA,Tehama,1,NA,163.2,44.95,0.9,48.51,49,65084,22.06,49.73,28.96,0
2019,CA,Tulare,2,10.69,NA,51.29,2.2,84.52,274,466195,96.64,49.98,34.07,0
2019,CA,Ventura,1,10.8,21.66,59.68,2.2,96.88,310,846006,459.01,49.49,32.53,0
2019,CA,Yolo,1,NA,NA,64.2,3,93.07,60,220500,217.31,48.47,39.3,0
2019,CA,Yuba,1,NA,329.21,59.05,3.9,73.78,52,78668,124.51,50.62,35.4,0
2019,CA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,CO,Adams,3,15.3,139.55,57.23,3.5,96.38,287,517421,443.13,50.56,37.61,0
2019,CO,Arapahoe,1,NA,67.84,55.61,10.8,98.42,351,656590,822.69,49.63,36.22,100
2019,CO,Denver,5,21.32,NA,60.62,10.2,100,384,727211,4753.01,50.12,45.77,0
2019,CO,Eagle,1,NA,NA,45.64,1,80.02,22,55127,32.73,52.84,36.47,0
2019,CO,El Paso,5,15.14,76.72,46.57,6.8,91.07,585,720403,338.73,50.51,36.98,20
2019,CO,Garfield,1,NA,NA,44.62,1.2,75.9,39,60061,20.38,51.07,33.32,0
2019,CO,Jefferson,5,16.88,108,35.02,1.3,93.1,285,582881,762.72,49.94,34.57,0
2019,CO,Larimer,1,12.88,64.84,28.47,1,88.34,219,356899,137.48,49.84,37.74,0
2019,CO,Las Animas,1,NA,NA,53.81,1.7,59.21,20,14506,3.04,52.24,27.73,0
2019,CO,Pueblo,5,17.68,148.56,53.69,2.5,85.85,154,168424,70.59,49.32,31.34,20
2019,CO,Weld,2,14.25,61.57,46.53,1.3,79.54,159,324492,81.38,50.59,35.46,0
2019,CO,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,CT,Hartford,3,NA,NA,53.5,15,94.59,237,891720,1213.06,48.58,32.25,33.33
2019,CT,Windham,1,NA,NA,27.52,2.8,50.24,30,116782,227.69,49.63,31.4,0
2019,DC,District of Columbia,1,NA,NA,61.44,49.5,100,484,705749,NA,47.43,46.04,0
2019,DE,New Castle,1,43.4,NA,56.63,24.7,95.4,347,558753,1310.73,48.4,33.14,0
2019,DE,Sussex,1,NA,NA,41.01,12.9,58.7,91,234225,250.22,48.36,23.86,0
2019,FL,Bay,2,NA,300.43,37.15,11.2,88,164,174705,230.34,49.58,31.16,0
2019,FL,Brevard,1,16.61,176.55,39.58,10.6,94.93,465,601942,592.66,48.91,27.02,0
2019,FL,Broward,5,17.58,11.78,67.82,28.5,99.98,857,1952778,1614.15,48.69,32.41,0
2019,FL,Charlotte,1,NA,247.32,26.9,6.1,91.12,130,188910,277.69,48.72,18.7,0
2019,FL,Clay,2,NA,349.33,40.94,10.6,85.03,127,219252,362.78,49.33,30.99,0
2019,FL,Duval,3,NA,NA,59.13,30,97.09,880,957755,1256.58,48.47,35.79,0
2019,FL,Escambia,1,NA,571.37,51.05,22.8,91.7,261,318316,484.9,49.39,33.83,0
2019,FL,Gulf,1,NA,NA,41.66,19,22.91,14,13639,24.18,50.52,24.73,0
2019,FL,Hillsborough,5,21.42,221.94,62.64,17.4,96.49,760,1471968,1442.81,48.94,35.46,0
2019,FL,Indian River,1,NA,292.92,38.9,9.3,95.03,96,159923,318.02,48,22.29,0
2019,FL,Jackson,1,NA,NA,48.7,26.9,24.64,31,46414,50.57,53.91,32.22,0
2019,FL,Lake,1,19.6,181.7,43.76,10.5,80.75,213,367118,391.23,48.43,26.68,0
2019,FL,Leon,1,18.7,NA,56,31.4,87.69,151,293582,440.25,47.28,41.08,0
2019,FL,Marion,1,27.1,295.53,44.03,13.1,68.97,312,365579,230.71,47.92,25.69,0
2019,FL,Miami-Dade,5,23.36,313.63,51,19,99.6,1474,2716940,1431.69,48.59,33.67,0
2019,FL,Okaloosa,1,NA,364.27,41.52,9.9,87.9,153,210738,226.54,50.67,35.16,0
2019,FL,Orange,2,21.39,445.48,67.12,22,97.96,697,1393452,1542.4,49.07,38.63,0
2019,FL,Palm Beach,1,21.68,203.42,58.49,18.5,98.96,870,1496770,759.87,48.47,28.67,0
2019,FL,Pinellas,2,19.04,130.28,40.49,10.8,99.72,641,974996,3560.98,48.01,27.97,0
2019,FL,Polk,3,22.11,213.46,54.45,15.6,86.49,363,724777,403.14,49.04,31.14,0
2019,FL,Sarasota,1,15.2,NA,28.41,5,95.68,266,433742,780.29,47.63,20.75,0
2019,FL,St. Lucie,2,NA,114.44,56.85,20,96.64,200,328297,574.02,48.78,27.55,0
2019,FL,Sumter,1,NA,163.69,28.01,8.7,65.04,54,132420,242.12,49.73,14.01,0
2019,FL,Volusia,3,23.04,149.62,42.08,11,90.06,392,553284,502.51,48.76,27.91,0
2019,FL,Walton,1,NA,NA,28.46,5.9,36.87,49,74071,71.38,50.48,28.78,0
2019,FL,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,GA,Athens-Clarke,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,GA,Atkinson,1,NA,NA,58.87,17.9,0,0,8165,24.06,50.78,31.6,0
2019,GA,Burke,1,NA,NA,54.28,48.5,25,29,22383,27.07,47.57,29.63,0
2019,GA,Carroll,1,NA,247.12,43.9,18.7,58.17,74,119992,240.43,48.7,34.49,0
2019,GA,Cherokee,1,NA,139.04,33.85,6.4,82.9,124,258773,613.69,49.23,31.33,0
2019,GA,Clarke,1,NA,NA,59.14,27.3,94.14,59,128331,1076.6,47.39,46.17,0
2019,GA,Clayton,1,NA,1.74,50.01,67.8,99.11,239,292256,2064.39,46.71,35.85,0
2019,GA,Columbia,1,NA,NA,45.98,16.5,83.77,87,156714,540.23,48.83,33.67,100
2019,GA,DeKalb,2,NA,0,59.79,54.8,99.74,554,759297,2837.64,47.21,37.14,0
2019,GA,Forsyth,1,NA,164.43,37.9,3.3,90.08,86,244252,1090.31,49.58,30.73,0
2019,GA,Fulton,6,16.97,0.37,62.69,44.4,98.92,801,1063937,2020.24,48.36,38.52,0
2019,GA,Gwinnett,2,NA,NA,70.3,26.3,99.51,428,936250,2175.4,48.78,33.94,0
2019,GA,Hall,2,24.9,195.39,53.06,8.1,79.44,130,204441,520.5,49.73,31.82,0
2019,GA,Henry,1,NA,10.05,58.97,39.6,86.15,136,234561,728.16,47.61,32.49,0
2019,GA,Lumpkin,1,NA,NA,17.09,1.8,16.06,31,33610,118.79,49.56,33.49,0
2019,GA,Rockdale,1,NA,NA,60.11,49.5,85.07,58,90896,700.33,47.04,30.21,0
2019,GA,Tattnall,1,NA,NA,55.87,29.7,31.76,14,25286,52.75,57.34,36.89,0
2019,GA,Troup,1,NA,NA,53.41,34.9,55.7,57,69922,168.9,47.79,32.53,0
2019,GA,Wheeler,1,NA,NA,53.38,38.3,0,0,7855,26.58,64.39,40.61,0
2019,GA,Whitfield,1,NA,NA,52.2,4.3,70.92,47,104628,360.21,49.75,32.52,0
2019,GA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,HI,Honolulu,6,NA,NA,71.44,3,99.14,111,974563,1622.27,50.23,34.87,0
2019,HI,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,IA,Des Moines,1,NA,83.41,21.21,5.7,73.26,30,38967,93.64,48.71,28.19,0
2019,IA,Lee,1,NA,106.22,17.11,3.2,59.38,21,33657,65.04,50.36,28.54,0
2019,IA,Polk,2,12,33.84,35.21,6.5,95.09,219,490161,854.24,49.32,35.48,0
2019,IA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,ID,Ada,1,11.1,39.93,25.66,1.3,94.53,254,481587,457.53,50.07,34.52,0
2019,ID,Bonneville,1,NA,108.55,28,0.7,87.05,72,119062,63.8,49.93,33.02,0
2019,ID,Canyon,1,12.25,56.14,42.68,0.8,80.13,129,229849,391.32,49.63,33.13,0
2019,ID,Franklin,1,NA,NA,16.15,0.3,33.81,19,13876,20.91,51.32,29.47,100
2019,ID,Gooding,1,NA,91.96,44.71,0.5,41.92,11,15179,20.82,50.91,28.95,0
2019,ID,Jefferson,1,NA,96.3,22.83,0.4,33.39,17,29871,27.32,51.14,31.4,0
2019,ID,Kootenai,1,NA,116.8,16.38,0.4,75.76,112,165697,133.18,49.49,30.41,0
2019,IL,Cook,4,18.19,3.31,68.5,24.6,99.95,3634,5150233,5448.08,48.56,36.26,0
2019,IL,DuPage,1,11.7,NA,49.23,5.1,99.95,182,922921,2818.08,49.16,31.73,0
2019,IL,Kane,2,NA,11.26,55.61,6,96.44,121,532403,1023.73,49.81,31.52,0
2019,IL,Lake,1,16.12,32.62,53.67,7.4,98.73,183,696535,1569.94,50,30.78,0
2019,IL,Madison,1,NA,83.33,25.08,8.1,86.66,126,262966,367.49,48.68,31.34,0
2019,IL,Will,1,NA,NA,52.28,11.6,96.07,205,690743,825.35,49.62,31.78,0
2019,IL,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,IN,Clark,2,NA,NA,27.58,7.3,79.49,67,118302,317.28,48.74,32.92,0
2019,IN,Floyd,1,NA,NA,20.73,5.3,79.67,42,78522,530.77,48.55,31.55,0
2019,IN,Henry,1,NA,NA,11.34,2.6,57.14,41,47972,122.42,52.18,30.39,0
2019,IN,Huntington,1,NA,NA,8.36,0.5,49.04,16,36520,95.44,49.46,30.76,0
2019,IN,Jackson,1,NA,NA,18.03,1,56.27,24,44231,86.84,50.01,30.66,0
2019,IN,Lake,1,NA,25.16,60.24,25.5,96.03,486,485493,973.01,48.39,31.25,0
2019,IN,Lawrence,1,NA,NA,7.61,0.5,41.55,22,45370,101.01,49.51,28.32,0
2019,IN,Marion,1,NA,NA,57.21,27.6,99.4,1074,964582,2433.97,48.21,36.85,0
2019,IN,Porter,1,NA,NA,27.41,3.6,79.25,97,170389,407.48,49.45,31.78,0
2019,IN,Randolph,1,NA,NA,10.39,0.6,38.13,10,24665,54.52,49.16,27.43,0
2019,IN,Ripley,1,NA,NA,7.22,0.4,16.76,13,28324,63.45,49.78,28.97,0
2019,IN,St. Joseph,1,NA,NA,41.74,13.1,91,179,271826,593.7,48.7,32.95,0
2019,IN,Vanderburgh,1,23.4,76.73,27.26,9.3,90.83,129,181451,777.16,48.47,33.03,0
2019,IN,Washington,1,NA,NA,5.5,0.4,NA,27,28036,54.57,49.89,29.27,0
2019,IN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,KS,Labette,1,NA,NA,26.97,4.5,47.66,15,19618,30.4,49.96,27.49,0
2019,KS,Saline,1,NA,NA,33.16,3.5,85.41,23,54224,75.29,49.63,30.42,0
2019,KS,Sedgwick,5,15.4,4.42,49.01,9.5,92.34,357,516042,517.33,49.41,33.47,0
2019,KS,Wyandotte,1,NA,NA,67.89,25.1,93.94,214,165429,1091.22,49.78,34.46,0
2019,KS,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,KY,Bath,1,NA,33.92,8.17,1.4,0,16,12500,44.84,49.42,28.3,0
2019,KY,Calloway,1,NA,NA,18.54,3.9,51.28,31,39001,101.3,48.57,36.28,0
2019,KY,Carter,1,NA,NA,6.27,0.7,20.62,18,26797,65.44,49.26,29.03,0
2019,KY,Grayson,1,NA,NA,7.42,1.2,26.42,31,26427,53.21,50.23,29.94,0
2019,KY,Jackson,1,NA,NA,3.95,0.3,0,12,13329,38.61,49.8,29.35,0
2019,KY,Jefferson,3,18.16,0.03,46.51,21.4,98.63,719,766757,2015.55,48.33,33.56,0
2019,KY,Jessamine,1,NA,NA,17.5,3.4,74.1,35,54115,314.4,48.61,31.79,0
2019,KY,Oldham,1,NA,NA,20.59,4.4,79.67,23,66799,356.79,52.22,30.27,0
2019,KY,Todd,1,NA,NA,25.31,8.4,0,0,12294,32.83,49.76,29.13,0
2019,KY,Wolfe,1,NA,NA,3.95,0.2,0,13,7157,32.21,48.95,27.78,0
2019,KY,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,LA,Beauregard,1,NA,NA,NA,NA,33.51,29,NA,NA,NA,NA,0
2019,LA,Bossier,1,NA,NA,NA,NA,75.66,96,NA,NA,NA,NA,0
2019,LA,Caddo,3,26,NA,NA,NA,85.56,269,NA,NA,NA,NA,0
2019,LA,Calcasieu,1,NA,NA,NA,NA,79.5,165,NA,NA,NA,NA,0
2019,LA,East Baton Rouge,2,28.57,NA,NA,NA,93.12,520,NA,NA,NA,NA,0
2019,LA,East Feliciana,2,NA,NA,NA,NA,0,15,NA,NA,NA,NA,0
2019,LA,Jefferson,2,24.18,NA,NA,NA,98.86,419,NA,NA,NA,NA,0
2019,LA,Morehouse,1,NA,NA,NA,NA,49.96,24,NA,NA,NA,NA,0
2019,LA,Orleans,3,29.5,NA,NA,NA,99.41,761,NA,NA,NA,NA,0
2019,LA,St. Helena,1,NA,NA,NA,NA,0,11,NA,NA,NA,NA,0
2019,LA,St. Tammany,1,NA,NA,NA,NA,76.78,174,NA,NA,NA,NA,0
2019,LA,West Baton Rouge,1,NA,NA,NA,NA,69.54,20,NA,NA,NA,NA,0
2019,LA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,MA,Suffolk,2,25.63,NA,66.05,24.5,99.93,220,803907,13824.71,48.28,45.89,0
2019,MA,Worcester,1,NA,NA,35.12,5.1,81.61,141,830622,549.8,49.31,31.94,0
2019,MA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,MD,Anne Arundel,1,NA,0,46.34,16.4,94.7,224,579234,1396.08,49.46,33.96,0
2019,MD,Baltimore,5,NA,NA,55.23,27.5,96.74,436,827370,1382.87,47.35,31.97,0
2019,MD,Baltimore City,2,NA,NA,NA,NA,NA,1158,NA,NA,NA,NA,0
2019,MD,Carroll,1,NA,NA,17.84,3.5,60.49,66,168447,376.33,49.45,29.12,0
2019,MD,Cecil,1,NA,138.46,24.54,6.5,57.9,57,102855,297.04,49.53,30.19,0
2019,MD,Frederick,1,21,118.43,39.75,9.1,74.79,90,259547,393.12,49.27,31.94,0
2019,MD,Harford,1,NA,224.79,37.11,13.2,82.24,110,255441,584.41,48.98,30.88,0
2019,MD,Montgomery,2,NA,0,68.78,18.6,97.62,150,1050688,2138.81,48.35,31.88,0
2019,MD,Prince George's,1,NA,NA,52.61,65.1,98.03,443,909327,1883.87,48.06,34.46,0
2019,MD,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,ME,Androscoggin,1,NA,22.33,15.87,3.8,56.63,48,108277,231.4,48.98,30.25,0
2019,ME,Cumberland,1,NA,32.86,16.45,2.8,63.9,98,295003,353.2,48.45,32.31,0
2019,ME,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,MI,Calhoun,1,NA,NA,35.52,11.1,69.02,84,134159,189.97,49.02,30.38,0
2019,MI,Charlevoix,1,NA,NA,10.61,0.4,29.6,16,26143,62.79,49.45,25.49,0
2019,MI,Genesee,1,NA,22.77,42.79,20.8,83.24,350,405813,637.09,48.22,30.2,0
2019,MI,Huron,1,NA,NA,8.17,0.5,10.54,15,30981,37.07,49.57,24.18,0
2019,MI,Jackson,1,NA,107.66,26.38,8.3,58.18,76,158510,225.9,51.1,30.69,0
2019,MI,Kalamazoo,2,28.7,229.64,36.12,11.2,82.45,108,265066,471.93,48.9,37.32,0
2019,MI,Kent,1,12.98,84.13,41.09,10.3,84.32,213,656955,775.67,49.33,35.47,0
2019,MI,Otsego,1,NA,NA,9.5,0.5,34.34,15,24668,47.9,49.74,27.25,0
2019,MI,St. Joseph,1,NA,NA,22.83,2.7,45.57,31,60964,121.78,50.04,29.21,0
2019,MI,Wayne,2,16.01,0.06,58.87,39.6,99.3,1853,1749343,2858.03,48.16,32.37,0
2019,MI,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,MN,Anoka,1,9.5,NA,28.78,5.1,86.5,122,356921,843.76,50.03,32.24,0
2019,MN,Dakota,1,10.52,5.89,33.22,5.4,95.07,130,429021,763.15,49.36,32.3,0
2019,MN,Douglas,1,NA,94.74,6.84,0.5,47.16,18,38141,59.85,50,27.55,0
2019,MN,Hennepin,4,12.13,1.29,47.29,12.4,97.78,443,1265843,2286.61,49.51,36.94,0
2019,MN,Ramsey,1,12.2,44.09,53.88,11.6,99.81,200,550321,3615.54,48.84,36.25,0
2019,MN,St. Louis,1,NA,72.62,15.57,1.5,62.89,90,199070,31.86,50.09,31.97,0
2019,MN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,MO,Barton,1,NA,NA,12.8,0.5,36.04,0,11754,19.86,49.11,27.11,0
2019,MO,Clay,1,NA,22.34,30.26,5.8,90.18,160,249948,629.12,49.05,34.29,0
2019,MO,Greene,3,19.8,84.61,21.01,3.2,86,198,293086,434.01,48.59,36.42,0
2019,MO,Jackson,3,19.2,13.76,53.57,24,96.16,842,703011,1163.04,48.35,34.39,0
2019,MO,Jasper,1,NA,97.8,26.34,2.3,76.31,105,121328,190.02,48.86,33.17,0
2019,MO,Pettis,1,NA,NA,25.57,3.3,62.22,24,42339,62.06,49.61,30.93,0
2019,MO,Saint Louis City,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
2019,MO,St. Charles,1,NA,NA,21.64,4.6,94.17,181,402022,717.33,49.12,32.37,0
2019,MO,St. Francois,1,NA,NA,14.56,4.6,60.24,44,67215,148.74,53.37,34.33,0
2019,MO,St. Louis,4,NA,NA,47.89,23.7,99.43,874,994205,1957.87,47.48,31.08,0
2019,MO,St. Louis City,7,NA,NA,NA,NA,NA,677,NA,NA,NA,NA,0
2019,MO,Wright,1,NA,NA,9.12,0.6,23.37,19,18289,26.83,49.05,26.7,0
2019,MO,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,MS,Hancock,1,NA,NA,26.57,8.1,57.44,43,47632,100.54,48.79,28.31,0
2019,MS,Hinds,1,NA,43.21,43.41,70.3,84.72,339,231840,266.56,46.7,34.03,0
2019,MS,Jackson,1,NA,215.42,47.47,22,72.74,98,143617,198.71,49.07,31.59,0
2019,MS,Lamar,1,NA,NA,39.8,20.4,49.64,45,63343,127.44,47.97,34.45,0
2019,MS,Pearl River,1,NA,NA,31.37,12.6,30.07,46,55535,68.49,49.18,29.19,0
2019,MS,Pontotoc,1,NA,NA,37.08,15.2,16.05,20,32174,64.65,48.91,31.27,0
2019,MS,Rankin,3,NA,NA,39.14,19.8,66.09,96,155271,200.22,48.12,33.99,0
2019,MS,Simpson,1,NA,NA,49.34,35.6,15.16,24,26658,45.25,48.36,29.78,0
2019,MS,Washington,1,NA,178.37,42.17,71.3,NA,77,43909,60.59,46.11,29.72,0
2019,MS,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,MT,Cascade,2,NA,42.38,25.17,1.6,80.18,61,81366,30.16,50.54,32.74,0
2019,MT,Gallatin,1,NA,NA,13.91,0.4,66.46,70,114434,43.97,51.94,42.34,0
2019,MT,Toole,1,NA,NA,21.24,0.7,57.04,0,4736,2.47,56.21,31.74,0
2019,MT,Yellowstone,1,12.63,105.77,23.08,0.8,83.31,135,161300,61.25,49.23,32.53,0
2019,MT,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,NC,Bladen,1,NA,NA,57.39,34.7,8.77,33,32722,37.43,47.47,26.99,0
2019,NC,Brunswick,1,NA,NA,32.36,11.3,57.04,71,142820,168.62,47.73,22.14,0
2019,NC,Caldwell,1,NA,331.7,21.68,5.1,65.57,72,82178,174.26,49.46,28.25,0
2019,NC,Craven,1,NA,NA,50.16,21.8,72.29,57,102139,144.07,50.49,33.65,0
2019,NC,Cumberland,1,20.15,NA,63.61,37.4,86.63,301,335509,514.33,49.61,39.04,0
2019,NC,Davidson,1,NA,195.12,32.39,9.3,52.62,108,167609,303.27,48.92,28.73,0
2019,NC,Durham,1,19.25,43.99,65.18,38.7,94.37,210,321488,1124.16,47.72,39.16,0
2019,NC,Forsyth,1,NA,NA,57.38,27.1,92.65,202,382295,936.65,47.3,31.76,0
2019,NC,Gaston,1,21.8,NA,40.82,15.8,80.35,148,224529,630.65,48.27,31.5,0
2019,NC,Guilford,2,21.75,47.36,59.78,33.8,87.31,308,537174,831.93,47.32,33.05,0
2019,NC,Hertford,1,NA,NA,52.47,59.7,31.36,19,23677,67.06,49.76,30.03,0
2019,NC,Lee,1,NA,NA,58.22,20,57.24,51,61779,242.31,48.79,30.77,0
2019,NC,Lincoln,1,NA,NA,26.39,5.8,45.45,39,86111,289.02,49.65,28.44,0
2019,NC,Mecklenburg,4,16.64,NA,63.48,32.1,98.93,575,1110356,2119.65,48.06,38.29,0
2019,NC,Nash,1,NA,NA,57.16,39,52.44,74,94298,174.49,47.87,29.28,0
2019,NC,New Hanover,1,NA,NA,38.52,14.6,97.79,141,234473,1224.21,47.58,34.6,0
2019,NC,Pitt,2,20.3,110.26,55.59,34.6,74.56,92,180742,277.22,46.91,38.13,0
2019,NC,Randolph,3,NA,NA,33.73,6.3,43.76,106,143667,183.6,49.32,29.03,0
2019,NC,Stanly,1,NA,NA,31.79,11.2,32.29,56,62806,158.97,49.92,29.71,0
2019,NC,Wake,4,15.57,35.11,56.41,21.4,93.9,328,1111761,1331.1,48.64,35.91,0
2019,NC,Watauga,1,NA,NA,14.8,1.9,44.56,24,56177,179.73,49.83,40.11,0
2019,NC,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,NE,Douglas,1,18.1,29.64,46.14,11.6,97.83,283,571327,1739.41,49.33,35.4,0
2019,NE,Hall,1,NA,NA,44.42,2.5,85.38,21,61353,112.31,50.57,31.31,0
2019,NE,Lancaster,1,11.67,14.34,29.67,3.8,91.75,112,319090,380.98,50.21,37.56,0
2019,NE,Sarpy,1,NA,NA,30.46,4.4,94.73,51,187196,783.28,50.14,34.83,0
2019,NE,Sheridan,1,NA,NA,28.68,0.3,0,0,5246,2.15,49.33,24.59,0
2019,NE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,NH,Rockingham,1,NA,0.39,12.45,0.9,75.1,106,309769,445.89,49.53,29.13,0
2019,NH,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,NJ,Essex,1,29.1,4.21,66.73,41.9,99.99,547,798975,6330.52,48.13,33.96,100
2019,NJ,Gloucester,1,NA,0.14,34.46,10.6,91.65,78,291636,905.67,48.64,31.3,0
2019,NJ,Hudson,3,NA,0,68.11,15.1,100,126,672391,14557.07,49.82,42.96,0
2019,NJ,Monmouth,2,NA,NA,40.13,7.6,96.27,93,618795,1319.98,48.65,28.29,0
2019,NJ,Passaic,1,21.5,0,63.22,14.7,97.59,140,501826,2718.6,48.8,32.84,0
2019,NJ,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,NM,Bernalillo,2,NA,105.74,59.1,3.4,95.8,612,679121,585.03,49.01,34.45,0
2019,NM,Colfax,1,NA,NA,53.23,0.9,47.64,15,11941,3.18,50.83,24.98,0
2019,NM,Dona Ana,3,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,0
2019,NM,Eddy,1,21,127.32,53.69,1.9,79.15,70,58460,14,50.58,33.45,0
2019,NM,Lea,1,NA,114.88,54.35,4.3,78.97,66,71070,16.19,51.43,34.6,0
2019,NM,McKinley,1,NA,94.76,38.19,0.9,42.62,28,71367,13.1,48.19,33.3,0
2019,NM,Otero,3,18.2,122.87,59.91,4.1,70.41,66,67490,10.21,51.82,34.86,0
2019,NM,San Juan,1,NA,223.61,64.5,0.8,66.34,113,123958,22.48,49.45,32.07,0
2019,NM,Sandoval,1,NA,30.74,63.42,2.6,82.94,87,146748,39.55,49.09,30.44,0
2019,NM,Valencia,1,NA,NA,52.59,1.6,83.27,62,76688,71.93,50.12,30.26,0
2019,NM,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,NV,Carson City,1,NA,416.64,46.85,2.3,95.16,56,55916,NA,51.3,30.37,0
2019,NV,Clark,6,11.64,NA,67.31,11.5,98.69,1541,2266715,287.24,49.86,34.66,0
2019,NV,Lyon,1,NA,268.47,38.6,1.3,63.06,73,57510,28.74,51.13,29.3,0
2019,NV,Nye,1,NA,379.89,37.41,2.6,64.73,54,46523,2.56,51.13,23.29,0
2019,NV,Washoe,1,11.93,39.73,52.17,2.6,95.73,366,471519,74.82,50.45,34.28,0
2019,NV,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,NY,Bronx,3,NA,NA,49.96,43.3,100,320,1418207,33686.63,47.21,35.74,0
2019,NY,Broome,1,NA,NA,26.75,5.5,73.94,59,190488,269.9,49.27,31.68,0
2019,NY,Hamilton,1,NA,NA,7.99,0.9,0,0,4416,2.57,50,20.49,0
2019,NY,Kings,1,NA,NA,69.23,35.4,100,560,2559903,36146.61,47.35,38.32,0
2019,NY,Manhattan,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,NY,Nassau,1,NA,157.19,55.14,12.4,99.81,198,1356924,4765.82,48.77,30.08,100
2019,NY,New York,2,NA,NA,65.82,18.4,NA,139,1628706,71340.6,47.37,43.37,0
2019,NY,Oneida,1,NA,NA,29.25,6.7,67.02,76,228671,188.61,49.78,30.26,0
2019,NY,Onondaga,2,28.8,85.09,36.81,11.5,87.41,168,460528,591.64,48.22,31.76,0
2019,NY,Orange,1,NA,NA,50.46,11.6,77.66,96,384940,474.25,50.15,31.19,0
2019,NY,Richmond,1,NA,NA,54.78,11.8,100,70,476143,8157.32,48.58,31.95,0
2019,NY,Suffolk,2,NA,0.74,46.88,8.2,97.4,274,1476601,1618.99,49.23,30.15,0
2019,NY,Tompkins,1,NA,NA,36.59,4.4,56.66,18,102180,215.27,49.09,40.86,0
2019,NY,Westchester,1,27.92,NA,60.59,15.9,96.73,126,967506,2247.4,48.46,30.44,0
2019,NY,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,OH,Ashtabula,1,NA,134.58,18.14,3.8,53.63,61,97241,138.53,50.46,28.29,0
2019,OH,Carroll,1,NA,NA,6.46,0.6,29.05,14,26914,68.2,50.01,26.25,0
2019,OH,Clark,1,NA,NA,27.11,9,76.39,88,134083,337.34,48.48,28.94,0
2019,OH,Cuyahoga,2,19.34,NA,53.76,30.2,99.42,969,1235072,2701.44,47.68,32.22,0
2019,OH,Defiance,1,NA,NA,23.5,2.1,56.15,13,38087,92.57,49.62,29.69,0
2019,OH,Fairfield,1,NA,NA,21.83,6.8,65.29,63,157574,312.39,49.73,30.84,0
2019,OH,Hamilton,1,35.2,66.94,48.17,26,97.77,613,817473,2013.93,48.33,33.73,100
2019,OH,Lorrain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,OH,Medina,1,NA,NA,10.8,1.4,70.21,72,179746,426.59,49.52,28.55,0
2019,OH,Montgomery,3,16.32,58.77,43.16,21,95.67,428,531687,1151.96,48.11,31.85,0
2019,OH,Summit,1,18.61,41.04,35.6,14.7,96.12,346,541013,1310.75,48.5,31.26,0
2019,OH,Trumbull,1,NA,34.25,22.3,8.5,72.73,154,197974,320.19,48.77,28.13,0
2019,OH,Tuscarawas,1,NA,NA,9.11,0.8,58.42,55,91987,162.05,49.33,28.9,0
2019,OH,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,OK,Canadian,1,NA,NA,37.48,2.8,77.49,86,148306,165.4,49.65,34.88,0
