Year,State,County,Count,officer_10k,crime_10k,pop_diversity,black_pop_perc,urbanization_index,firearm_fatalities_100k,population,pop_density,male_perc,age_20_45_perc,Official_action_taken
2016,FL,Polk,3,22.35,237.09,54.45,15.6,86.49,347.5,665823,370.35,48.99,30.5,0
2016,FL,Santa Rosa,1,NA,208.95,30.28,6.5,79.01,121.25,169894,167.94,51.22,32.52,0
2016,FL,St. Lucie,3,NA,124.39,56.85,20,96.64,202.75,305566,534.27,48.86,27.64,0
2016,FL,Volusia,3,20.7,178.05,42.08,11,90.06,400.5,528453,479.96,48.76,27.78,0
2016,FL,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,GA,Bartow,1,NA,484.91,35.77,10.8,64.77,75.25,103338,224.87,49.24,32.32,0
2016,GA,Bibb,1,NA,1135.73,54.68,53.4,85.59,147.5,153152,613.2,47.07,32.44,0
2016,GA,Bleckley,1,NA,253.42,45.12,26.8,48.41,12.5,12864,59.59,47.92,30.65,0
2016,GA,Butts,1,NA,385.07,46.41,27.9,22.06,15.75,23736,128.73,53.18,34.53,0
2016,GA,Cherokee,1,NA,139.04,33.85,6.4,82.9,124.5,241795,573.42,49.26,31.74,0
2016,GA,Clayton,1,NA,2.36,50.01,67.8,99.11,231,279333,1973.11,46.99,36.01,0
2016,GA,Cobb,2,18.57,3.09,60.96,26.7,99.75,383,748178,2203.44,48.33,35.31,0
2016,GA,Coweta,1,20.7,211.11,44.24,18,67.07,80.25,140497,318.67,48.71,31.63,0
2016,GA,DeKalb,1,NA,0,59.79,54.8,99.74,545.75,746802,2790.95,47.29,37.63,0
2016,GA,Dougherty,1,21.8,38.06,45.94,68,86.04,75.25,90389,275,46.27,32.91,0
2016,GA,Elbert,1,NA,336.02,50.3,29.7,29.38,17.75,19136,54.51,48.08,28.28,0
2016,GA,Fulton,2,16.08,0.41,62.69,44.4,98.92,779.5,1022866,1942.25,48.44,38.32,50
2016,GA,Hall,1,24.9,225.84,53.06,8.1,79.44,123.25,196159,499.41,49.74,32.4,0
2016,GA,Henry,3,NA,12.22,58.97,39.6,86.15,137.75,220896,685.74,47.66,32.49,0
2016,GA,Jackson,1,NA,263.75,30.1,7.1,39.99,54.25,65061,191.55,49.44,31.8,0
2016,GA,Long,1,NA,193.23,56.84,26.1,18.66,28,18372,45.9,50.3,37.99,0
2016,GA,Lowndes,2,24.2,141.57,55.85,36.8,72.8,75.75,114360,230.53,48.79,39.16,0
2016,GA,Monroe,1,NA,280.25,42.16,23.1,19.77,23.5,26905,68,49.56,29.32,0
2016,GA,Walker,1,NA,NA,15.66,4.4,56.15,41.5,68455,153.36,49.22,30.28,0
2016,GA,Walton,1,NA,192.46,37.92,16.6,57.34,62,89786,275.69,48.7,30.66,0
2016,GA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,HI,Hawaii,5,NA,NA,73.88,0.8,NA,72.75,198316,49.23,49.69,29.03,0
2016,HI,Honolulu,1,NA,NA,71.44,3,99.14,113.75,992268,1651.74,50.46,35.52,0
2016,IA,Boone,1,NA,34.07,9.67,1,49.37,11.5,26416,46.22,50.39,29.7,0
2016,IA,Lee,1,NA,106.22,17.11,3.2,59.38,20,34458,66.58,50.42,28.62,0
2016,IA,Linn,1,14.1,30.74,21.31,4.3,87.25,96,222188,309.94,49.32,33.07,0
2016,IA,Polk,1,11.55,34.05,35.21,6.5,95.09,197.25,474277,826.55,49.26,35.41,0
2016,IA,Woodbury,1,15.1,38.86,39.16,2.7,82.54,28.5,102686,117.65,49.51,32,0
2016,ID,Ada,3,11.05,40.79,25.66,1.3,94.53,248.25,444486,422.28,50.04,34.41,0
2016,ID,Elmore,1,NA,55.09,41.74,3,73.12,23.25,26137,8.5,52.29,37.54,0
2016,ID,Jefferson,1,NA,96.3,22.83,0.4,33.39,15.75,27830,25.45,50.75,30.5,0
2016,ID,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,IL,Cook,15,18.95,3.31,68.5,24.6,99.95,3477.5,5224272,5526.4,48.52,36.5,0
2016,IL,Dewitt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,IL,Franklin,1,NA,149.46,7.41,0.5,51.42,23,39075,95.56,49.42,28.62,0
2016,IL,Lake,3,16.12,32.62,53.67,7.4,98.73,176.5,704158,1587.12,49.98,30.87,0
2016,IL,Massac,1,NA,88.64,19.83,5.7,49.49,14.75,14440,60.87,47.87,27.39,0
2016,IL,Pope,1,NA,NA,18.51,6.7,0,60,4182,11.34,52.32,24.06,0
2016,IL,Saint Clair,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,IL,St. Clair,1,NA,55.78,51.36,30.4,90.25,253,263187,400.13,48.28,32.08,0
2016,IL,Williamson,1,NA,90.88,17.11,4.2,65.2,58.25,67454,160.55,49.76,31.37,0
2016,IL,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,IN,Allen,3,NA,54.79,40.86,12.2,88.12,255.25,369412,562.01,48.89,32.66,0
2016,IN,Delaware,2,NA,79.55,22.49,7.1,77.19,64.25,115657,294.95,48.27,35.68,0
2016,IN,Elkhart,1,22.9,NA,39.13,6.1,79.41,95.5,203642,439.67,49.47,31.25,0
2016,IN,Hendricks,1,NA,NA,23.95,5.8,82.15,76.5,160376,394.13,49.99,32.5,0
2016,IN,Johnson,1,10.3,NA,16.6,1.7,86.1,70,151540,472.93,49.39,32.99,0
2016,IN,Marion,4,NA,NA,57.21,27.6,99.4,1025.75,945685,2386.29,48.19,36.53,0
2016,IN,Starke,1,NA,NA,10.19,0.5,17.62,18.25,23019,74.46,50,28.78,0
2016,IN,Vanderburgh,1,23.4,75.29,27.26,9.3,90.83,121.25,181427,777.06,48.39,33.1,0
2016,KS,Barber,1,NA,89.88,12.06,0.6,0,14.75,4673,4.12,51.42,26.09,0
2016,KS,Butler,1,NA,160.69,18.52,1.9,59.53,42,66652,46.61,50.34,30.38,0
2016,KS,Ellis,2,NA,55.28,17.39,1,74.44,15.25,28942,32.16,50.27,37.82,0
2016,KS,Harvey,1,NA,41.47,28.27,1.9,69.08,16,34726,64.34,49.29,29.06,0
2016,KS,Johnson,1,14.22,9.1,33.34,4.9,96.17,245.75,586015,1237.94,49.01,33.31,0
2016,KS,McPherson,1,NA,NA,14.78,1.2,56.5,13.5,28429,31.65,49.2,28.84,0
2016,KS,Reno,1,17.4,NA,26.32,3.3,68.7,33,63184,50.33,50.3,29.75,0
2016,KS,Sedgwick,1,15.6,4.42,49.01,9.5,92.34,352.75,513092,514.37,49.41,33.37,0
2016,KS,Shawnee,1,22.2,118.76,41.46,8.8,84.18,151.5,178350,327.84,48.47,30.22,0
2016,KY,Barren,1,NA,59.87,16.91,4.1,36.72,35,43763,89.76,48.42,30.19,0
2016,KY,Bourbon,1,NA,85.44,26.84,6.2,55.25,15.25,20130,69.48,48.72,29,0
2016,KY,Butler,1,NA,76.46,10.01,0.6,0,13.5,12686,29.77,50.35,29.5,0
2016,KY,Daviess,2,15.2,99.57,19,4.9,72.98,66,100032,218.24,48.76,30.59,0
2016,KY,Hopkins,1,NA,117.33,20.43,6.8,52.88,45.5,45598,84.13,48.76,29.89,0
2016,KY,Jefferson,2,18.1,0.05,46.51,21.4,98.63,696.25,767464,2017.41,48.36,33.55,0
2016,KY,Knott,1,NA,12.91,4.92,0.9,0,18.25,15492,44.07,49.57,29.71,0
2016,KY,Knox,1,NA,84.84,7.61,1.2,37.08,26.75,31471,81.47,48.79,30.97,0
2016,KY,Laurel,1,NA,144.98,7.8,0.8,43.16,57,60078,138.44,48.9,31.45,0
2016,KY,Logan,1,NA,132.32,21.11,6.8,25.02,19.5,26678,48.32,49.14,28.71,0
2016,KY,Madison,1,13.8,113.14,18.34,4.5,61.48,54.25,89532,204.74,48.55,36.81,0
2016,KY,Metcalfe,1,NA,187.62,8.54,1.8,0,15.25,10020,34.59,49.57,27.84,0
2016,KY,Pike,1,NA,43.02,5.31,0.7,12.2,51.25,60431,76.8,48.94,30.33,0
2016,KY,Rowan,1,NA,56.93,10.24,1.9,31.21,18,24416,87.26,48.73,37.72,0
2016,KY,Shelby,1,NA,171.44,33.25,7.8,52.99,23.75,46548,122.61,48.48,31.83,0
2016,KY,Woodford,1,NA,25.27,25.11,5.4,63.84,20.5,26118,138.35,48.17,28.06,0
2016,LA,Beauregard,1,NA,NA,NA,NA,33.51,28.5,NA,NA,NA,NA,0
2016,LA,East Baton Rouge,4,28.1,NA,NA,NA,93.12,513.25,NA,NA,NA,NA,0
2016,LA,Iberia,1,NA,NA,NA,NA,71.86,54.25,NA,NA,NA,NA,0
2016,LA,Iberville,1,NA,NA,NA,NA,40.79,25.5,NA,NA,NA,NA,0
2016,LA,Jefferson,3,24.9,NA,NA,NA,98.86,417,NA,NA,NA,NA,0
2016,LA,Lafourche,1,NA,NA,NA,NA,75.78,88.25,NA,NA,NA,NA,0
2016,LA,Livingston,1,NA,NA,NA,NA,58.88,126.75,NA,NA,NA,NA,0
2016,LA,Orleans,1,29.5,NA,NA,NA,99.41,778.75,NA,NA,NA,NA,0
2016,LA,St. Landry,1,NA,NA,NA,NA,51.83,92,NA,NA,NA,NA,0
2016,LA,St. Tammany,1,NA,NA,NA,NA,76.78,168.75,NA,NA,NA,NA,0
2016,LA,Terrebonne,1,23.5,NA,NA,NA,79.37,95.5,NA,NA,NA,NA,0
2016,LA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,MA,Bristol,1,20.85,NA,26,4.4,90.17,104,558070,1008.99,48.43,31.54,0
2016,MA,Essex,3,17.22,NA,41.16,6,95.76,122.75,779847,1583.25,48.18,30.68,0
2016,MA,Hampden,1,NA,NA,50.36,10.6,91.43,142.25,467778,757.98,48.28,31.9,0
2016,MA,Middlesex,2,17.9,NA,41.03,5.4,96.97,142.25,1594664,1949.9,48.9,35.36,0
2016,MA,Norfolk,1,NA,NA,36.5,6.7,98.76,76.5,697079,1759.81,48.01,31.25,0
2016,MA,Suffolk,3,25.73,NA,66.05,24.5,99.93,219,792576,13629.85,48.38,45.77,0
2016,MA,Worcester,1,NA,NA,35.12,5.1,81.61,149,820320,542.98,49.31,31.69,0
2016,MD,Baltimore,2,NA,NA,55.23,27.5,96.74,423.25,828682,1385.06,47.43,32.29,0
2016,MD,Baltimore City,4,NA,NA,NA,NA,NA,1106.5,NA,NA,NA,NA,0
2016,MD,Cecil,3,NA,138.46,24.54,6.5,57.9,57,102487,295.97,49.69,30.21,0
2016,MD,Harford,2,NA,224.79,37.11,13.2,82.24,105.75,250370,572.81,48.91,30.41,0
2016,MD,Prince George's County,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,MD,Prince Georges,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,MD,Queen Anne,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,ME,Aroostook,1,NA,NA,10.25,0.8,19.73,48.75,68243,10.23,49.38,25.69,0
2016,ME,Cumberland,1,NA,NA,16.45,2.8,63.9,94.75,291191,348.63,48.54,31.77,0
2016,MI,Berrien,2,NA,92.21,40.14,15.4,67.14,90.5,154325,271.82,48.94,28.79,0
2016,MI,Jackson,1,NA,107.66,26.38,8.3,58.18,77.5,158277,225.57,51.12,30.46,0
2016,MI,Kent,2,12.87,82.55,41.09,10.3,84.32,210.5,643858,760.21,49.27,34.83,0
2016,MI,Mackinac,1,NA,140.81,40.97,1.2,22.78,12,10724,10.5,50.83,23.46,0
2016,MI,Marquette,1,NA,46.59,14.12,1.8,58.51,38.25,66532,36.79,50.41,33.83,0
2016,MI,Oakland,1,13.71,1.41,43.03,14.4,95.21,515,1251027,1441.84,48.84,31.36,0
2016,MI,Wayne,4,15.35,0.07,58.87,39.6,99.3,1918,1760612,2876.44,48.15,32.31,0
2016,MN,Aitkin,1,NA,347.85,10.78,0.4,0,18.5,15754,8.65,50.52,19.61,0
2016,MN,Dakota,3,10.52,5.84,33.22,5.4,95.07,126.25,417555,742.76,49.23,32.02,0
2016,MN,Douglas,1,NA,94.74,6.84,0.5,47.16,16.5,37154,58.3,50.07,27.77,0
2016,MN,Grant,1,NA,47.22,7.21,0.4,0,21.25,5930,10.82,50.25,26.09,0
2016,MN,Hennepin,1,12.32,1.3,47.29,12.4,97.78,424,1235371,2231.56,49.44,36.61,0
2016,MN,Le Sueur,1,NA,82.1,15.21,0.6,37.84,11,27772,61.89,50.31,27.94,0
2016,MN,Ramsey,4,12.2,42.83,53.88,11.6,99.81,194,541502,3557.6,48.7,35.92,25
2016,MN,Stearns,1,NA,63.79,19.25,3.6,63.07,58,157225,117.06,50.38,34.28,0
2016,MN,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,MO,Barry,1,NA,218.87,22.66,0.5,26.74,22.25,35226,45.26,50.13,26.79,0
2016,MO,Cape Girardeau,1,20.4,58.38,23.44,7.7,69.5,57.5,78445,135.59,48.46,34.32,0
2016,MO,Cass,1,NA,90.82,20.58,4,67.6,78.25,102622,147.27,48.8,29.84,0
2016,MO,Clay,2,NA,24.1,30.26,5.8,90.18,155.5,238583,600.51,49.02,33.86,0
2016,MO,Crawford,1,NA,200.29,7.79,0.4,26.69,19.5,24265,32.68,49.6,27.84,0
2016,MO,Dallas,1,NA,195.35,9.3,0.3,18.07,21.75,16381,30.29,49.65,26.15,0
2016,MO,Greene,1,20.4,97.6,21.01,3.2,86,192.5,287818,426.21,48.78,36.33,0
2016,MO,Jackson,6,19.1,13.56,53.57,24,96.16,811.5,692430,1145.53,48.38,33.99,0
2016,MO,Lafayette,1,NA,87.29,14.46,2.3,43.05,16.25,32534,51.77,49.47,28.28,0
2016,MO,St. Louis,5,NA,NA,47.89,23.7,99.43,854.25,997837,1965.02,47.44,30.69,0
2016,MO,Taney,1,NA,157.67,18.62,1.6,56.14,38.25,54608,86.34,48.45,29.28,0
2016,MS,DeSoto,1,NA,55.77,47.13,24.1,79.57,127.75,175721,369.05,48.28,33.37,0
2016,MS,Forrest,1,NA,NA,53.06,36.9,70.36,66.75,75564,162.05,47.51,38.11,0
2016,MS,Harrison,2,24.35,106.62,50.77,23.7,77.16,168.25,202504,352.8,49.19,33.87,0
2016,MS,Jackson,1,NA,215.42,47.47,22,72.74,106,141535,195.83,49.23,31.89,0
2016,MS,Lee,2,NA,NA,46.58,28.6,54.64,63.75,84837,188.55,48,32.35,0
2016,MS,Tishomingo,1,NA,NA,12.79,2.9,0,20.5,19442,45.83,48.53,28.27,0
2016,MT,Carbon,1,NA,138.29,9.86,0.4,0,13.75,10485,5.12,50.71,24.16,0
2016,MT,Park,1,NA,119.14,11.15,0.3,52.26,22.25,16115,5.75,50.28,27.26,0
2016,MT,Phillips,1,NA,243.13,26.77,0.1,0,13.25,4113,0.8,50.62,24.02,0
2016,MT,Silver Bow,1,NA,1058.62,16.02,0.4,88.56,38,34696,48.29,50.53,31.96,0
2016,MT,Yellowstone,1,13.3,96.63,23.08,0.8,83.31,129,157914,59.97,49.22,32.29,0
2016,NC,Anson,2,NA,244.78,55.62,48.5,21.49,27,25165,47.35,52.33,33.33,0
2016,NC,Buncombe,1,22.3,155.36,28.57,6.5,75.92,147.75,254955,388.25,48,32.8,0
2016,NC,Caldwell,2,NA,333.51,21.68,5.1,65.57,69.25,81766,173.39,49.56,28.39,0
2016,NC,Catawba,2,NA,181.85,38.68,8.8,69.7,112.25,156448,392.38,48.84,29.66,0
2016,NC,Cleveland,1,NA,NA,40.98,20.7,44.21,75.5,96960,208.85,48.16,29.06,0
2016,NC,Cumberland,1,21.9,NA,63.61,37.4,86.63,302.75,333167,510.74,49.89,39.43,0
2016,NC,Durham,1,18.6,41.81,65.18,38.7,94.37,199.25,307826,1076.39,47.8,39.26,0
2016,NC,Guilford,1,21.75,NA,59.78,33.8,87.31,299.5,524265,811.93,47.39,33.43,0
2016,NC,Henderson,1,NA,NA,28.16,3.3,66.73,91.75,113583,304.45,48.11,26.16,0
2016,NC,Iredell,3,24.4,191.4,38.62,12.2,62.09,92.5,172466,300.55,49.3,30.42,0
2016,NC,Lenoir,1,NA,273.41,57.14,40.9,54.99,54.25,57240,142.89,47.89,28.06,0
2016,NC,Mecklenburg,6,16.68,NA,63.48,32.1,98.93,546.75,1056901,2017.6,48.06,38.29,0
2016,NC,Northampton,1,NA,307.55,51.09,58.4,10.63,20.5,20127,37.51,48.65,25.28,0
2016,NC,Robeson,1,NA,NA,70.41,24.7,37.39,198.25,133383,140.52,48.2,31.75,0
2016,NC,Rockingham,1,NA,215.32,42.75,18.9,38.06,67.25,91308,161.45,48.24,27.76,0
2016,NC,Rowan,1,18.55,150.92,42.87,16.5,61.18,119.75,139410,272.62,49.41,30.42,0
2016,NC,Rutherford,1,NA,337.18,28.42,10,38.96,53,66286,117.5,48.37,27.23,0
2016,NC,Sampson,1,NA,NA,61.73,27.1,15.04,46.25,63225,66.92,49.13,29.44,0
2016,NC,Wake,2,15.9,35.3,56.41,21.4,93.9,323,1048335,1255.16,48.59,36.26,0
2016,NC,Wilkes,1,NA,249.92,21.14,4.4,27.21,56.25,68581,90.92,49.27,27.54,0
2016,NC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,ND,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,NE,Douglas,4,17.9,29.64,46.14,11.6,97.83,292.25,555607,1691.55,49.31,35.44,0
2016,NE,Lancaster,1,11.6,14.34,29.67,3.8,91.75,111.25,310306,370.49,50.2,37.66,0
2016,NE,York,1,NA,52.4,14.76,1.5,55.86,7,13740,24,48.92,29.05,0
2016,NE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,NH,Hillsborough,1,NA,NA,24.26,2.6,78.81,197.25,411333,469.48,49.71,31.99,0
2016,NH,Sullivan,1,NA,NA,8.36,0.6,35.84,29.25,43084,80.18,49.32,27.01,0
2016,NJ,Atlantic,2,70.9,0,60.25,17.3,87.29,119.75,267217,480.87,48.39,29.87,0
2016,NJ,Cumberland,2,24,0.13,63.33,21.8,76.97,67.75,153233,316.79,51.25,33.96,0
2016,NJ,Essex,3,29.1,4.39,66.73,41.9,99.99,539.25,792689,6280.71,48.12,34.08,0
2016,NJ,Ocean,3,NA,0.17,26.46,3.5,97.1,115,590897,939.75,48.21,26.39,0
2016,NJ,Passaic,1,21.5,0,63.22,14.7,97.59,129,504147,2731.17,48.68,33.13,0
2016,NJ,Somerset,1,NA,0.24,58.78,9.8,94.21,45.5,329875,1092.99,48.84,29.56,0
2016,NM,Bernalillo,7,NA,106.5,59.1,3.4,95.8,591,677683,583.79,49.03,34.41,0
2016,NM,Chavez,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,NM,Cibola,1,NA,123.85,64.1,1.4,44.66,22.5,27049,5.96,51.09,33.15,0
2016,NM,Dona Ana,2,NA,NA,NA,NA,NA,123.25,NA,NA,NA,NA,0
2016,NM,Eddy,2,21,127.32,53.69,1.9,79.15,68.5,57650,13.81,50.5,32.45,0
2016,NM,Grant,1,NA,NA,53.31,1.2,57.65,40,28040,7.08,49.31,25.19,0
2016,NM,Lea,1,NA,114.88,54.35,4.3,78.97,64.25,70249,16,51.42,34.32,0
2016,NM,Lincoln,2,NA,126.82,48.83,0.9,46.82,27.75,19397,4.02,49.04,22.61,0
2016,NM,McKinley,1,NA,94.76,38.19,0.9,42.62,30.75,73028,13.4,48.38,33.33,0
2016,NM,Otero,1,18.2,119.12,59.91,4.1,70.41,61.75,65647,9.93,51.78,34.57,0
2016,NM,Santa Fe,1,19.6,102.58,54.73,1.1,74.84,112.75,148758,77.91,48.52,28.07,0
2016,NM,Socorro,1,NA,74.86,60.81,1.3,50.32,18,16964,2.55,50.48,29.59,0
2016,NV,Carson City,1,NA,416.64,46.85,2.3,95.16,55.75,54147,NA,51.23,29.73,0
2016,NV,Clark,6,11.6,NA,67.31,11.5,98.69,1497.75,2138836,271.03,49.95,34.96,0
2016,NV,Lyon,1,NA,268.47,38.6,1.3,63.06,68.75,52707,26.34,50.95,27.61,0
2016,NV,Washoe,5,12,40.27,52.17,2.6,95.73,346,449723,71.36,50.37,33.55,0
2016,NV,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,NY,Albany,1,NA,11.44,42.01,13.5,90.3,67,307597,588.36,48.44,35.01,0
2016,NY,Bronx,3,NA,NA,49.96,43.3,100,344.5,1444417,34309.19,47.13,36.32,33.33
2016,NY,Erie,1,NA,18.19,38.57,13.9,90.6,348,918678,881.07,48.39,31.74,0
2016,NY,Kings,3,NA,NA,69.23,35.4,100,578.75,2608423,36831.73,47.4,38.64,0
2016,NY,Monroe,1,35.6,NA,44.79,16,93.55,248.25,743770,1131.71,48.28,32.19,0
2016,NY,New York,1,NA,NA,65.82,18.4,NA,145.5,1635443,71635.7,47.32,43.77,0
2016,NY,Onondaga,2,28.8,85.09,36.81,11.5,87.41,162.5,464109,596.24,48.22,31.43,0
2016,NY,Queens,1,NA,NA,74.22,20.9,100,274.25,2306830,21255.23,48.51,36.3,0
2016,NY,Rensselaer,1,25.3,33.27,27.28,7.2,69.49,42.25,159294,244.15,49.33,32.55,0
2016,NY,Schenectady,2,22.4,2.2,40.14,11.1,91.84,48.25,154475,755.31,48.72,31.66,50
2016,NY,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,OH,Ashtabula,2,NA,141.79,18.14,3.8,53.63,61.75,98171,139.86,50.38,28.47,0
2016,OH,Butler,1,15.3,57.14,29.83,8,90.66,182,378354,810.08,48.97,32.42,0
2016,OH,Cuyahoga,2,22.62,NA,53.76,30.2,99.42,937.25,1254144,2743.16,47.64,31.61,0
2016,OH,Franklin,7,15.48,NA,50.55,22,98.65,835.75,1274450,2394.73,48.79,38.59,0
2016,OH,Greene,1,13.07,48.52,27.67,7.3,85.09,69,165290,399.51,49.28,32.88,0
2016,OH,Hamilton,3,35.2,72.28,48.17,26,97.77,599.75,811332,1998.8,48.24,33.29,33.33
2016,OH,Jackson,1,NA,161.09,7.42,0.7,35.42,28,32528,77.39,48.91,30.33,0
2016,OH,Lake,2,17.3,50.02,19.03,3.8,93.47,96.25,229525,1008.95,48.86,28.75,0
2016,OH,Lucas,1,NA,45.39,46.39,19.5,95.34,261.75,432879,1269.96,48.52,32.4,0
2016,OH,Madison,1,NA,215.55,19.25,6.4,51.51,20.5,43377,93.11,53.88,33.43,0
2016,OH,Montgomery,2,13.2,63.39,43.16,21,95.67,413,531818,1152.24,48.13,31.41,0
2016,OH,Summit,2,16.67,41.28,35.6,14.7,96.12,330,541003,1310.73,48.53,30.98,0
2016,OH,Williams,1,NA,NA,12.58,1.1,36.37,42.5,36937,87.74,49.48,28.82,0
2016,OK,Cherokee,1,NA,216.84,62.11,1.5,39.95,29.75,48791,65.11,49.33,34.5,0
2016,OK,Comanche,1,17.3,48.46,61.21,17.6,78.21,108.5,121743,113.85,51.84,38.17,0
2016,OK,Dewey,1,NA,134.56,28.39,0.5,0,42,4905,4.91,49.42,27.24,0
2016,OK,Grady,2,NA,135.69,31.06,2.5,36.11,52.75,54683,49.69,49.96,30.69,0
2016,OK,Hughes,1,NA,174.41,53.11,5.7,41.19,13.25,13417,16.67,53.88,32.31,0
2016,OK,Kay,1,NA,50.11,40.06,2.2,75.53,32.25,44901,48.82,49.68,29.18,0
2016,OK,McCurtain,1,NA,202.55,54.72,8.7,30.75,42,33078,17.88,49.11,29.17,0
2016,OK,McIntosh,1,NA,262.57,48.23,3.2,12.7,25.75,19766,31.96,49.5,24.6,0
2016,OK,Okfuskee,1,NA,186.27,56.03,7.9,25.86,14,12079,19.53,53.88,30.83,0
2016,OK,Oklahoma,4,15.4,5.48,60.53,15.8,NA,696.75,784611,1106.93,48.96,35.37,0
2016,OK,Okmulgee,1,NA,177.61,55.2,8.7,51.45,47,39075,56.03,49.33,29.81,0
2016,OK,Tulsa,6,14.32,36.32,55.29,10.8,95.22,599.75,645951,1132.75,48.82,34.25,0
2016,OK,Wagoner,1,NA,173.57,45.11,3.9,62.53,67.5,77662,138.3,49.49,31.11,0
2016,OK,Washington,1,16.6,NA,42.76,2.7,NA,29.25,52027,125.23,48.68,29.61,0
2016,OK,Washita,1,NA,198.55,28.13,1.1,24.73,34.5,11433,11.4,49.66,29.02,0
2016,OK,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,OR,Clackamas,2,NA,268.45,29.18,1,81.92,205,406625,217.41,49.19,30.63,0
2016,OR,Clatsop,1,NA,117.12,24.42,0.8,61.03,27.5,38678,46.65,49.35,29.29,0
2016,OR,Deschutes,2,11,101.79,21.71,0.5,72.36,110,180666,59.86,49.39,30.66,0
2016,OR,Harney,1,NA,194.67,21.76,0.5,55.66,11.75,7243,0.71,50.42,26.49,0
2016,OR,Jackson,1,12.4,NA,30.42,0.8,79.95,170.5,214366,77.01,48.83,29.44,0
2016,OR,Josephine,1,14.2,95.78,22.14,0.5,55.04,100.25,85504,52.15,48.91,25.32,0
2016,OR,Multnomah,2,12.5,36.72,46.32,5.7,98.66,374.75,803212,1862.3,49.56,41.13,0
2016,OR,Polk,2,NA,79.08,34.72,0.8,80.07,27.25,81436,109.93,48.76,32.29,0
2016,OR,Washington,3,13.5,76.17,49.35,2.1,NA,212.25,584910,807.63,49.39,36.68,0
2016,PA,Allegheny,1,14.46,0.2,34.22,13.3,97.51,819.75,1226426,1679.85,48.32,33.01,0
2016,PA,Cambria,1,NA,NA,13.68,3.9,67.99,115,134414,195.27,49.15,27.6,0
2016,PA,Columbia,1,NA,NA,12.08,2,59.15,37.25,66133,136.89,48.19,31.66,0
2016,PA,Dauphin,1,27.1,NA,48.23,18.6,86.68,170,274196,522.23,48.48,31.75,0
2016,PA,Delaware,3,27.3,NA,47.05,20.9,99.54,296,563708,3066.3,48.1,31.62,0
2016,PA,Franklin,1,NA,0,19.84,3.7,59.65,75,153705,199.04,49.13,29.1,0
2016,PA,Fulton,1,NA,NA,7.03,1.2,0,14,14497,33.13,50.78,27.44,0
2016,PA,Huntingdon,1,NA,NA,16.3,5.5,31.34,28.75,45380,51.88,53.03,30.81,0
2016,PA,Northampton,1,NA,0,35.58,6.1,87.23,131.5,301307,815.07,49.24,30.17,0
2016,PA,Perry,1,NA,NA,7.6,0.8,11.5,29.25,45945,83.32,50.55,28.77,0
2016,PA,Philadelphia,6,40.2,NA,64.98,44.2,100,1517.5,1576051,11752.8,47.34,38.45,0
2016,PA,Washington,1,NA,0.19,13.36,3.2,NA,136.75,207386,241.99,49.08,28.5,0
2016,PA,Westmoreland,1,NA,NA,10.79,2.5,74.64,211.25,354665,345.16,48.84,26.86,0
2016,PA,York,2,8,0.32,26.56,6.3,75.28,260.25,443693,490.71,49.42,30.19,0
2016,RI,Newport,1,NA,NA,23.79,3.9,87.91,16.75,83164,812.23,49.43,29.79,0
2016,RI,Providence,1,19.1,NA,51.99,11.1,94.49,143,634922,1550.48,48.65,35,0
2016,SC,Aiken,1,NA,437.51,48.22,25.1,63,166,167172,156.09,48.33,30.04,0
2016,SC,Anderson,1,33.1,742.71,36.45,16.5,62.07,214.75,195582,273.38,48.21,29.89,0
2016,SC,Berkeley,1,15.2,316.22,52.03,25,71.05,146,208525,189.76,49.79,35,0
2016,SC,Charleston,1,26.23,NA,51.45,29,89.12,325.75,396880,433.23,48.43,36.58,0
2016,SC,Chesterfield,1,NA,431.7,51.38,32.4,26.23,42,46120,57.72,48.66,29.33,0
2016,SC,Dillon,1,NA,597.35,56.02,46.5,30.49,36.5,30719,75.87,47.4,30.28,0
2016,SC,Florence,1,24,408.96,53.96,42,61.48,93,138595,173.25,46.68,31.72,0
