"word","freq"
"doorway",7
"downtown",7
"drinking",7
"due",7
"eight",7
"entrance",7
"escape",7
"exgirlfriend",7
"fisher",7
"frederick",7
"george",7
"giles",7
"guard",7
"hawkins",7
"history",7
"hostages",7
"hughes",7
"ignoring",7
"iii",7
"ill",7
"initiated",7
"intersection",7
"invasion",7
"jeffrey",7
"kentucky",7
"kept",7
"knifepoint",7
"leg",7
"lights",7
"line",7
"loaded",7
"lost",7
"lower",7
"lynch",7
"lynn",7
"madison",7
"mason",7
"matched",7
"mathis",7
"metal",7
"might",7
"minivan",7
"minute",7
"moments",7
"murray",7
"news",7
"nichols",7
"nine",7
"offender",7
"opening",7
"owner",7
"phillip",7
"pierce",7
"prompted",7
"protection",7
"recent",7
"reckless",7
"recklessly",7
"recognized",7
"red",7
"release",7
"resisted",7
"respond",7
"revealed",7
"riding",7
"river",7
"ross",7
"routine",7
"sean",7
"shawn",7
"shooter",7
"shoplifting",7
"single",7
"sought",7
"speed",7
"staying",7
"steve",7
"stopping",7
"strangely",7
"strips",7
"subjects",7
"third",7
"tim",7
"tracked",7
"treated",7
"unit",7
"upper",7
"walton",7
"wardlow",7
"wellbeing",7
"williamson",7
"willis",7
"witness",7
"abdomen",6
"advancing",6
"agitated",6
"airsoft",6
"april",6
"argument",6
"baseball",6
"bed",6
"blocked",6
"bottoms",6
"briefly",6
"bus",6
"camera",6
"carjack",6
"chandler",6
"chris",6
"civic",6
"clear",6
"close",6
"colorado",6
"condition",6
"crossbow",6
"crossed",6
"cutting",6
"demanded",6
"departments",6
"detective",6
"different",6
"directed",6
"disorder",6
"dispatcher",6
"dragging",6
"dylan",6
"edwards",6
"entering",6
"erratic",6
"escalated",6
"estranged",6
"eugene",6
"evidence",6
"exactly",6
"exchanging",6
"felt",6
"finding",6
"florida",6
"ford",6
"friday",6
"garden",6
"give",6
"gone",6
"graham",6
"gray",6
"greeted",6
"grocery",6
"handcuffed",6
"handguns",6
"harrison",6
"henson",6
"homicide",6
"honda",6
"hudson",6
"indicated",6
"ingle",6
"initial",6
"instructed",6
"instructions",6
"intruder",6
"keep",6
"kendall",6
"lawn",6
"lobby",6
"main",6
"maine",6
"matz",6
"mentally",6
"mesa",6
"mills",6
"morris",6
"nearly",6
"negotiation",6
"noe",6
"noel",6
"nonlethal",6
"notified",6
"obrien",6
"occupants",6
"ohandley",6
"old",6
"operation",6
"orange",6
"ott",6
"pair",6
"parkway",6
"party",6
"pepper",6
"perry",6
"philhower",6
"physical",6
"plate",6
"private",6
"ptsd",6
"raffaeli",6
"ray",6
"rear",6
"reed",6
"regional",6
"related",6
"removed",6
"request",6
"right",6
"robberies",6
"rogers",6
"ronald",6
"rucker",6
"samuel",6
"see",6
"sex",6
"sexual",6
"shows",6
"soon",6
"speeds",6
"stanley",6
"stay",6
"steele",6
"stevens",6
"sticks",6
"sullivan",6
"talked",6
"throwing",6
"tree",6
"tuttle",6
"ultimately",6
"unable",6
"unmarked",6
"valley",6
"vest",6
"victims",6
"video",6
"virginia",6
"walk",6
"wall",6
"water",6
"wood",6
"year",6
"aimed",5
"arm",5
"armored",5
"arrive",5
"ashby",5
"baldwin",5
"banks",5
"batchelder",5
"battle",5
"bay",5
"behavior",5
"bench",5
"billings",5
"billy",5
"blocks",5
"blood",5
"booth",5
"border",5
"breinholt",5
"buck",5
"buildings",5
"bukwich",5
"bull",5
"butcher",5
"bystander",5
"cables",5
"caldwell",5
"callers",5
"carolina",5
"casino",5
"cemetery",5
"charge",5
"civil",5
"cody",5
"combs",5
"command",5
"comments",5
"concerning",5
"conducted",5
"confirmed",5
"conrad",5
"crimes",5
"cutter",5
"dale",5
"dallas",5
"deadend",5
"deal",5
"decided",5
"deck",5
"demands",5
"depot",5
"desert",5
"destroying",5
"dispatch",5
"dragged",5
"elam",5
"evening",5
"failing",5
"falls",5
"fbi",5
"footage",5
"former",5
"gillis",5
"grand",5
"greg",5
"harassing",5
"headed",5
"hearing",5
"henderson",5
"hendrix",5
"hicks",5
"hodge",5
"hodges",5
"homeless",5
"howard",5
"hubble",5
"humphrey",5
"idaho",5
"independence",5
"items",5
"johnny",5
"jordan",5
"kelly",5
"kilgus",5
"kiser",5
"knocking",5
"kuehn",5
"lanier",5
"last",5
"learning",5
"legs",5
"liquor",5
"livingston",5
"locate",5
"looked",5
"luedtke",5
"lying",5
"manager",5
"marker",5
"marsh",5
"matching",5
"mcclendon",5
"mcdonalds",5
"means",5
"medication",5
"melvin",5
"methods",5
"mikowski",5
"minor",5
"missouri",5
"montgomery",5
"motorcyclist",5
"mullins",5
"national",5
"neuman",5
"observed",5
"odell",5
"oklahoma",5
"ordering",5
"pants",5
"part",5
"peay",5
"phoenix",5
"pipe",5
"planned",5
"plaza",5
"pockets",5
"pond",5
"pool",5
"process",5
"protective",5
"pursue",5
"questioning",5
"reason",5
"relatives",5
"requested",5
"requesting",5
"responders",5
"resulted",5
"ridge",5
"roach",5
"roads",5
"rob",5
"roe",5
"roy",5
"rural",5
"sat",5
"screwdriver",5
"sedan",5
"sergeant",5
"served",5
"shirt",5
"shoplifter",5
"shouting",5
"silver",5
"sims",5
"small",5
"someones",5
"spray",5
"stephens",5
"sustained",5
"system",5
"tasers",5
"tennessee",5
"thedford",5
"things",5
"thome",5
"tippett",5
"tire",5
"tishomingo",5
"tompkins",5
"tool",5
"top",5
"toy",5
"uncooperative",5
"undisclosed",5
"units",5
"university",5
"unwanted",5
"upstairs",5
"uzialko",5
"vessels",5
"violating",5
"wade",5
"warden",5
"washington",5
"werent",5
"wesley",5
"westbound",5
"women",5
"worked",5
"worth",5
"yelled",5
"zimmerman",5
"zone",5
"zutavern",5
"abuse",4
"access",4
"acree",4
"actions",4
"adam",4
"adkins",4
"afternoon",4
"agency",4
"alabama",4
"allege",4
"already",4
"amber",4
"andrews",4
"angeles",4
"anyone",4
"appear",4
"apprehend",4
"backpack",4
"ballard",4
"bar",4
"barry",4
"battery",4
"bauer",4
"bays",4
"bearden",4
"beat",4
"beating",4
"benfield",4
"benton",4
"berube",4
"betty",4
"bicycle",4
"bike",4
"blake",4
"bobby",4
"bohanan",4
"brad",4
"breakin",4
"bring",4
"brock",4
"brothers",4
"bryant",4
"bulletproof",4
"burglar",4
"burns",4
"burton",4
"campbell",4
"captured",4
"carr",4
"casey",4
"cell",4
"checking",4
"chin",4
"chp",4
"cimino",4
"circle",4
"clinic",4
"closet",4
"clothes",4
"clyde",4
"cocke",4
"cockrell",4
"cogelia",4
"collided",4
"communicate",4
"condo",4
"confrontational",4
"confronting",4
"conner",4
"constable",4
"conversation",4
"cook",4
"couldnt",4
"course",4
"cover",4
"craig",4
"craven",4
"credit",4
"crime",4
"crossing",4
"culbertson",4
"curb",4
"damon",4
"danger",4
"dangerous",4
"daughters",4
"dean",4
"deceased",4
"despite",4
"device",4
"diagnosed",4
"directly",4
"dove",4
"drunken",4
"dui",4
"duncan",4
"dustin",4
"duty",4
"dying",4
"either",4
"eleven",4
"ensuing",4
"evacuated",4
"eviction",4
"exchanges",4
"exwife",4
"faison",4
"fear",4
"felon",4
"fennell",4
"ferguson",4
"firearms",4
"food",4
"francisco",4
"freeman",4
"friend",4
"friends",4
"frost",4
"fulton",4
"funeral",4
"garrison",4
"general",4
"gerald",4
"gibson",4
"giving",4
"glass",4
"glenn",4
"grady",4
"griffith",4
