Police_Dept,County,City,State,officers_per_10k_pop,tot_officers,tot_employees_per_10k,tot_employees,Year
Washington,NA,NA,DC,56.9,3826,66.7,4487,2015
Wilmington,New Castle,Ardencroft,DE,43.4,313,52,375,2015
Wilmington,New Castle,Pike Creek,DE,43.4,313,52,375,2015
Wilmington,New Castle,Greenville,DE,43.4,313,52,375,2015
Wilmington,New Castle,Elsmere,DE,43.4,313,52,375,2015
Wilmington,New Castle,Bellefonte,DE,43.4,313,52,375,2015
Wilmington,New Castle,Wilmington Manor,DE,43.4,313,52,375,2015
Wilmington,New Castle,New Castle,DE,43.4,313,52,375,2015
Wilmington,New Castle,Newport,DE,43.4,313,52,375,2015
Wilmington,New Castle,Edgemoor,DE,43.4,313,52,375,2015
Wilmington,New Castle,Townsend,DE,43.4,313,52,375,2015
Wilmington,New Castle,North Star,DE,43.4,313,52,375,2015
Wilmington,New Castle,Middletown,DE,43.4,313,52,375,2015
Wilmington,New Castle,Bear,DE,43.4,313,52,375,2015
Wilmington,New Castle,Wilmington,DE,43.4,313,52,375,2015
Wilmington,New Castle,Pike Creek Valley,DE,43.4,313,52,375,2015
Wilmington,New Castle,Glasgow,DE,43.4,313,52,375,2015
Wilmington,New Castle,Odessa,DE,43.4,313,52,375,2015
Wilmington,New Castle,St. Georges,DE,43.4,313,52,375,2015
Wilmington,New Castle,Ardentown,DE,43.4,313,52,375,2015
Wilmington,New Castle,Arden,DE,43.4,313,52,375,2015
Wilmington,New Castle,Brookside,DE,43.4,313,52,375,2015
Wilmington,New Castle,Claymont,DE,43.4,313,52,375,2015
Wilmington,New Castle,Newark,DE,43.4,313,52,375,2015
Wilmington,New Castle,Delaware City,DE,43.4,313,52,375,2015
Wilmington,New Castle,Hockessin,DE,43.4,313,52,375,2015
Baltimore,NA,NA,MD,42.6,2646,47.6,2960,2015
New York,NA,NA,NY,41.4,35395,58.9,50366,2015
Philadelphia,Philadelphia,Philadelphia,PA,40.9,6413,46.1,7229,2015
Birmingham,Jefferson,Irondale,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Concord,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Trussville,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,West Jefferson,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Rock Creek,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Warrior,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,McDonald Chapel,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Gardendale,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Sylvan Springs,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Birmingham,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Tarrant,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Lipscomb,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Fairfield,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Midfield,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Argo,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Hoover,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Mountain Brook,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Center Point,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Grayson Valley,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Kimberly,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Adamsville,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Clay,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Brighton,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Maytown,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Pleasant Grove,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Vestavia Hills,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Leeds,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Minor,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Edgewater,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Forestdale,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Hueytown,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Fultondale,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Mulga,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Cardiff,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Bessemer,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Brookside,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Pinson,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Morris,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Mount Olive,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Graysville,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Homewood,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,Trafford,AL,39.5,838,51.9,1102,2015
Birmingham,Jefferson,North Johns,AL,39.5,838,51.9,1102,2015
St. Louis,NA,NA,MO,38.8,1230,55.4,1757,2015
Atlanta,Fulton,Hapeville,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Palmetto,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Johns Creek,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Chattahoochee Hills,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Roswell,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Alpharetta,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,College Park,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,East Point,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Fairburn,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Milton,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Union City,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Mountain Park,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Atlanta,GA,38.3,1781,47.7,2218,2015
Atlanta,Fulton,Sandy Springs,GA,38.3,1781,47.7,2218,2015
Newark,Essex,Upper Montclair,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,Essex Fells,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,Brookdale,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,East Orange,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,Silver Lake,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,Newark,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,Caldwell,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,Glen Ridge,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,Roseland,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,North Caldwell,NJ,36.8,1033,42.8,1203,2015
Newark,Essex,Short Hills,NJ,36.8,1033,42.8,1203,2015
Daytona Beach,Volusia,DeBary,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,West DeLand,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Glencoe,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Seville,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Edgewater,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,De Leon Springs,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Lake Helen,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Daytona Beach,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Ponce Inlet,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Daytona Beach Shores,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Port Orange,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Orange City,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Ormond-by-the-Sea,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Deltona,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,DeLand Southwest,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,North DeLand,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Samsula-Spruce Creek,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Ormond Beach,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,DeLand,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Oak Hill,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,New Smyrna Beach,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Holly Hill,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,South Daytona,FL,34.8,221,41.6,264,2015
Daytona Beach,Volusia,Pierson,FL,34.8,221,41.6,264,2015
Rochester,Monroe,Brockport,NY,34,713,39.7,834,2015
Rochester,Monroe,Honeoye Falls,NY,34,713,39.7,834,2015
Rochester,Monroe,North Gates,NY,34,713,39.7,834,2015
Rochester,Monroe,Churchville,NY,34,713,39.7,834,2015
Rochester,Monroe,Webster,NY,34,713,39.7,834,2015
Rochester,Monroe,Fairport,NY,34,713,39.7,834,2015
Rochester,Monroe,Pittsford,NY,34,713,39.7,834,2015
Rochester,Monroe,Rochester,NY,34,713,39.7,834,2015
Rochester,Monroe,East Rochester,NY,34,713,39.7,834,2015
Rochester,Monroe,Spencerport,NY,34,713,39.7,834,2015
Rochester,Monroe,Hilton,NY,34,713,39.7,834,2015
Rochester,Monroe,Scottsville,NY,34,713,39.7,834,2015
Rochester,Ulster,Cragsmoor,NY,34,713,39.7,834,2015
Rochester,Ulster,Lincoln Park,NY,34,713,39.7,834,2015
Rochester,Ulster,Accord,NY,34,713,39.7,834,2015
Rochester,Ulster,Watchtower,NY,34,713,39.7,834,2015
Rochester,Ulster,Ellenville,NY,34,713,39.7,834,2015
Rochester,Ulster,Port Ewen,NY,34,713,39.7,834,2015
Rochester,Ulster,Rosendale Hamlet,NY,34,713,39.7,834,2015
Rochester,Ulster,Zena,NY,34,713,39.7,834,2015
Rochester,Ulster,West Hurley,NY,34,713,39.7,834,2015
Rochester,Ulster,Saugerties,NY,34,713,39.7,834,2015
Rochester,Ulster,Clintondale,NY,34,713,39.7,834,2015
Rochester,Ulster,New Paltz,NY,34,713,39.7,834,2015
Rochester,Ulster,Marlboro,NY,34,713,39.7,834,2015
Rochester,Ulster,Kerhonkson,NY,34,713,39.7,834,2015
Rochester,Ulster,Tillson,NY,34,713,39.7,834,2015
Rochester,Ulster,Pine Hill,NY,34,713,39.7,834,2015
Rochester,Ulster,Stone Ridge,NY,34,713,39.7,834,2015
Rochester,Ulster,Hillside,NY,34,713,39.7,834,2015
Rochester,Ulster,East Kingston,NY,34,713,39.7,834,2015
Rochester,Ulster,Malden-on-Hudson,NY,34,713,39.7,834,2015
Rochester,Ulster,Shokan,NY,34,713,39.7,834,2015
Rochester,Ulster,Lake Katrine,NY,34,713,39.7,834,2015
Rochester,Ulster,Phoenicia,NY,34,713,39.7,834,2015
Rochester,Ulster,Rifton,NY,34,713,39.7,834,2015
Rochester,Ulster,Saugerties South,NY,34,713,39.7,834,2015
Rochester,Ulster,Glasco,NY,34,713,39.7,834,2015
Rochester,Ulster,Walker Valley,NY,34,713,39.7,834,2015
Rochester,Ulster,Highland,NY,34,713,39.7,834,2015
Rochester,Ulster,Napanoch,NY,34,713,39.7,834,2015
Rochester,Ulster,Kingston,NY,34,713,39.7,834,2015
Rochester,Ulster,High Falls,NY,34,713,39.7,834,2015
Albany,Albany,Colonie,NY,33.9,335,43.8,433,2015
Albany,Albany,Albany,NY,33.9,335,43.8,433,2015
Albany,Albany,Cohoes,NY,33.9,335,43.8,433,2015
Albany,Albany,Altamont,NY,33.9,335,43.8,433,2015
Albany,Albany,Green Island,NY,33.9,335,43.8,433,2015
Albany,Albany,Watervliet,NY,33.9,335,43.8,433,2015
Albany,Albany,Menands,NY,33.9,335,43.8,433,2015
Albany,Albany,Westmere,NY,33.9,335,43.8,433,2015
Albany,Albany,Ravena,NY,33.9,335,43.8,433,2015
Albany,Albany,Voorheesville,NY,33.9,335,43.8,433,2015
Albany,Albany,Preston-Potter Hollow,NY,33.9,335,43.8,433,2015
East Orange,Essex,Upper Montclair,NJ,33.6,219,41.7,272,2015
East Orange,Essex,Essex Fells,NJ,33.6,219,41.7,272,2015
East Orange,Essex,Brookdale,NJ,33.6,219,41.7,272,2015
East Orange,Essex,East Orange,NJ,33.6,219,41.7,272,2015
East Orange,Essex,Silver Lake,NJ,33.6,219,41.7,272,2015
East Orange,Essex,Newark,NJ,33.6,219,41.7,272,2015
East Orange,Essex,Caldwell,NJ,33.6,219,41.7,272,2015
East Orange,Essex,Glen Ridge,NJ,33.6,219,41.7,272,2015
East Orange,Essex,Roseland,NJ,33.6,219,41.7,272,2015
East Orange,Essex,North Caldwell,NJ,33.6,219,41.7,272,2015
East Orange,Essex,Short Hills,NJ,33.6,219,41.7,272,2015
Detroit,Wayne,Trenton,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Inkster,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Livonia,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Detroit,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Flat Rock,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Dearborn Heights,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Romulus,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Plymouth,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Dearborn,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Grosse Pointe,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Allen Park,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,River Rouge,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Melvindale,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Southgate,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Highland Park,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Riverview,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Taylor,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Northville,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Village of Grosse Pointe Shores,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Westland,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Belleville,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Gibraltar,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Woodhaven,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Wayne,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Lincoln Park,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Hamtramck,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Grosse Pointe Park,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Grosse Pointe Woods,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Harper Woods,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Ecorse,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Wyandotte,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Garden City,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Rockwood,MI,33.5,2255,36.2,2436,2015
Detroit,Wayne,Grosse Pointe Farms,MI,33.5,2255,36.2,2436,2015
Hartford,Hartford,Plantsville,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Simsbury Center,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Terramuggus,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Hazardville,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Weatogue,CT,33.2,413,36.8,458,2015
Hartford,Hartford,North Granby,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Canton Valley,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Suffield Depot,CT,33.2,413,36.8,458,2015
Hartford,Hartford,West Simsbury,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Kensington,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Sherwood Manor,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Salmon Brook,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Thompsonville,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Broad Brook,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Hartford,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Southwood Acres,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Blue Hills,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Bristol,CT,33.2,413,36.8,458,2015
Hartford,Hartford,New Britain,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Tariffville,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Glastonbury Center,CT,33.2,413,36.8,458,2015
Hartford,Hartford,Collinsville,CT,33.2,413,36.8,458,2015
Richmond,NA,NA,VA,33.2,732,40.1,885,2015
Charleston,Charleston,Ravenel,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Rockville,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Awendaw,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Hollywood,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Lincolnville,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Folly Beach,SC,33.1,439,40.2,533,2015
Charleston,Charleston,North Charleston,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Meggett,SC,33.1,439,40.2,533,2015
Charleston,Charleston,James Island,SC,33.1,439,40.2,533,2015
Charleston,Charleston,McClellanville,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Charleston,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Isle of Palms,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Seabrook Island,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Mount Pleasant,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Kiawah Island,SC,33.1,439,40.2,533,2015
Charleston,Charleston,Sullivan's Island,SC,33.1,439,40.2,533,2015
White Plains,Westchester,Mamaroneck,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Bronxville,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Bedford Hills,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Elmsford,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Peekskill,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Chappaqua,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Pelham Manor,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Scotts Corners,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Yorktown Heights,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Lake Mohegan,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Scarsdale,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Pelham,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Ardsley,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Ossining,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Valhalla,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Dobbs Ferry,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Croton-on-Hudson,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Crompond,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Mount Kisco,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Verplanck,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Rye Brook,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Tuckahoe,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Harrison,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Heritage Hills,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Sleepy Hollow,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Hawthorne,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Armonk,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Irvington,NY,32.8,191,34.6,202,2015
White Plains,Westchester,New Rochelle,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Montrose,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Yonkers,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Port Chester,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Shrub Oak,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Buchanan,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Briarcliff Manor,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Golden's Bridge,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Greenville,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Crugers,NY,32.8,191,34.6,202,2015
White Plains,Westchester,White Plains,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Shenorock,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Mount Vernon,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Thornwood,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Rye,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Larchmont,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Katonah,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Jefferson Valley-Yorktown,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Pleasantville,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Hartsdale,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Hastings-on-Hudson,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Tarrytown,NY,32.8,191,34.6,202,2015
White Plains,Westchester,Lincolndale,NY,32.8,191,34.6,202,2015
Coral Gables,Miami-Dade,Surfside,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Olympia Heights,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Brownsville,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Sunny Isles Beach,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Miami Gardens,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Country Club,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Princeton,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Medley,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Indian Creek,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,North Miami Beach,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Virginia Gardens,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,The Hammocks,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Richmond Heights,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Gladeview,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Bal Harbour,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Bay Harbor Islands,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Glenvar Heights,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Naranja,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Ives Estates,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Miami Shores,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,South Miami Heights,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Westwood Lakes,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Westview,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Hialeah Gardens,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Fisher Island,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Palmetto Bay,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Richmond West,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Sunset,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Aventura,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,North Bay Village,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Key Biscayne,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Homestead,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Fountainebleau,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Sweetwater,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Miami Lakes,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,North Miami,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Cutler Bay,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Golden Beach,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Biscayne Park,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Hialeah,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Miami Beach,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Coral Terrace,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Florida City,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Pinewood,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Pinecrest,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,University Park,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Tamiami,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Leisure City,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Doral,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,El Portal,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Golden Glades,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,West Perrine,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Kendall West,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Goulds,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Coral Gables,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Homestead Base,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Three Lakes,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Kendall,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,West Little River,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Westchester,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Ojus,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Opa-locka,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Miami Springs,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,The Crossings,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Kendale Lakes,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Palmetto Estates,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Miami,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,West Miami,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Country Walk,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,Palm Springs North,FL,32.7,171,43.8,229,2015
Coral Gables,Miami-Dade,South Miami,FL,32.7,171,43.8,229,2015
New Haven,New Haven,Derby,CT,32.6,425,36.8,480,2015
New Haven,New Haven,Meriden,CT,32.6,425,36.8,480,2015
New Haven,New Haven,Branford Center,CT,32.6,425,36.8,480,2015
New Haven,New Haven,Cheshire Village,CT,32.6,425,36.8,480,2015
New Haven,New Haven,Woodmont,CT,32.6,425,36.8,480,2015
New Haven,New Haven,Ansonia,CT,32.6,425,36.8,480,2015
New Haven,New Haven,Naugatuck,CT,32.6,425,36.8,480,2015
